              <td>My dads big day is only less than 2 weeks away. 😱 #excited</td>
              <td>joy</td>
              <td>0.8440000000000001</td>
              <td>0</td>
          </tr>
          <tr id="LC1138" class="js-file-line">
            <td id="L1138" class="blob-num js-line-number" data-line-number="1138"></td>
              <td>1136</td>
              <td>2018-En-03907</td>
              <td>@Greenarmy46 Thank you! Glad you&#39;re enjoying them 😃</td>
              <td>joy</td>
              <td>0.797</td>
              <td>0</td>
          </tr>
          <tr id="LC1139" class="js-file-line">
            <td id="L1139" class="blob-num js-line-number" data-line-number="1139"></td>
              <td>1137</td>
              <td>2018-En-03282</td>
              <td>@TheSocialCTV I&#39;d never leave the couch again! #excited and #weary ❤️</td>
              <td>sadness</td>
              <td>0.2</td>
              <td>0</td>
          </tr>
          <tr id="LC1140" class="js-file-line">
            <td id="L1140" class="blob-num js-line-number" data-line-number="1140"></td>
              <td>1138</td>
              <td>2018-En-01964</td>
              <td>Gm and have a  #Tuesday!</td>
              <td>anger</td>
              <td>0.172</td>
              <td>0</td>
          </tr>
          <tr id="LC1141" class="js-file-line">
            <td id="L1141" class="blob-num js-line-number" data-line-number="1141"></td>
              <td>1139</td>
              <td>2018-En-00286</td>
              <td>@DOBrienAJC What did you do to rile up all the Roberts?</td>
              <td>fear</td>
              <td>0.33299999999999996</td>
              <td>0</td>
          </tr>
          <tr id="LC1142" class="js-file-line">
            <td id="L1142" class="blob-num js-line-number" data-line-number="1142"></td>
              <td>1140</td>
              <td>2018-En-02598</td>
              <td>@soyoprincess @MisfitPhoenix @beastynewall @Gunderthswain &#39;Racist&#39;is the fashionable insult - ignore it.</td>
              <td>anger</td>
              <td>0.297</td>
              <td>0</td>
          </tr>
          <tr id="LC1143" class="js-file-line">
            <td id="L1143" class="blob-num js-line-number" data-line-number="1143"></td>
              <td>1141</td>
              <td>2018-En-04311</td>
              <td>One of my clients just said that my look reminded her of Kim Kardashian! Oh shoot hey now! Watch out...\nNot bad.. okay #flattered</td>
              <td>joy</td>
              <td>0.514</td>
              <td>0</td>
          </tr>
          <tr id="LC1144" class="js-file-line">
            <td id="L1144" class="blob-num js-line-number" data-line-number="1144"></td>
              <td>1142</td>
              <td>2018-En-03761</td>
              <td>When you wake up early to workout and then the fitness room smells awful, so you come back to your room to do core...</td>
              <td>fear</td>
              <td>0.36200000000000004</td>
              <td>0</td>
          </tr>
          <tr id="LC1145" class="js-file-line">
            <td id="L1145" class="blob-num js-line-number" data-line-number="1145"></td>
              <td>1143</td>
              <td>2018-En-03727</td>
              <td>@RandyRainbow Brilliant &amp;amp; clever as always. #delight</td>
              <td>joy</td>
              <td>0.54</td>
              <td>0</td>
          </tr>
          <tr id="LC1146" class="js-file-line">
            <td id="L1146" class="blob-num js-line-number" data-line-number="1146"></td>
              <td>1144</td>
              <td>2018-En-03673</td>
              <td>Olivia is a prime example how you can be gorgeous on the outside &amp;amp; have a really shitty personality! #looksainteverything #loveisland </td>
              <td>fear</td>
              <td>0.21899999999999997</td>
              <td>0</td>
          </tr>
          <tr id="LC1147" class="js-file-line">
            <td id="L1147" class="blob-num js-line-number" data-line-number="1147"></td>
              <td>1145</td>
              <td>2018-En-00418</td>
              <td>Once she said you are my world, now she is saying not only you exist in the earth. #pain  #heartbreaking</td>
              <td>sadness</td>
              <td>0.846</td>
              <td>1</td>
          </tr>
          <tr id="LC1148" class="js-file-line">
            <td id="L1148" class="blob-num js-line-number" data-line-number="1148"></td>
              <td>1146</td>
              <td>2018-En-01658</td>
              <td>@MaxineWaters Love you! #relentless Thank you for being a voice for our country!</td>
              <td>anger</td>
              <td>0.132</td>
              <td>0</td>
          </tr>
          <tr id="LC1149" class="js-file-line">
            <td id="L1149" class="blob-num js-line-number" data-line-number="1149"></td>
              <td>1147</td>
              <td>2018-En-02816</td>
              <td>Words are simply amazing people can twist them and make them say anything 😅</td>
              <td>joy</td>
              <td>0.563</td>
              <td>0</td>
          </tr>
          <tr id="LC1150" class="js-file-line">
            <td id="L1150" class="blob-num js-line-number" data-line-number="1150"></td>
              <td>1148</td>
              <td>2018-En-02999</td>
              <td>The hype is real. #SagasOfSundry #dread is amazing. @JoinTeamAlpha</td>
              <td>fear</td>
              <td>0.38299999999999995</td>
              <td>0</td>
          </tr>
          <tr id="LC1151" class="js-file-line">
            <td id="L1151" class="blob-num js-line-number" data-line-number="1151"></td>
              <td>1149</td>
              <td>2018-En-02192</td>
              <td>Choose someone who makes you laugh #😂</td>
              <td>joy</td>
              <td>0.6559999999999999</td>
              <td>0</td>
          </tr>
          <tr id="LC1152" class="js-file-line">
            <td id="L1152" class="blob-num js-line-number" data-line-number="1152"></td>
              <td>1150</td>
              <td>2018-En-03533</td>
              <td>@ArcadeGirl64 I actually really like hearing your thoughts either way, don&#39;t hesitate to share :)</td>
              <td>joy</td>
              <td>0.547</td>
              <td>0</td>
          </tr>
          <tr id="LC1153" class="js-file-line">
            <td id="L1153" class="blob-num js-line-number" data-line-number="1153"></td>
              <td>1151</td>
              <td>2018-En-04205</td>
              <td>Feeling #grateful for the @davidlynchfoundation.la for teaching us how to meditate. Happy #WellnessWednesday! #justbreathe #foreverwellness</td>
              <td>joy</td>
              <td>0.8059999999999999</td>
              <td>0</td>
          </tr>
          <tr id="LC1154" class="js-file-line">
            <td id="L1154" class="blob-num js-line-number" data-line-number="1154"></td>
              <td>1152</td>
              <td>2018-En-03512</td>
              <td>Look at this little guy! He is connecting to his magical self.😇\nWhat do you do to keep life magical?🌈 @AnewPerspective #magical  #be</td>
              <td>joy</td>
              <td>0.563</td>
              <td>0</td>
          </tr>
          <tr id="LC1155" class="js-file-line">
            <td id="L1155" class="blob-num js-line-number" data-line-number="1155"></td>
              <td>1153</td>
              <td>2018-En-01778</td>
              <td>McGregor is a clown 😂😂😂 #hilarious #MayweatherVsMcGregor</td>
              <td>joy</td>
              <td>0.565</td>
              <td>0</td>
          </tr>
          <tr id="LC1156" class="js-file-line">
            <td id="L1156" class="blob-num js-line-number" data-line-number="1156"></td>
              <td>1154</td>
              <td>2018-En-01352</td>
              <td>Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 🙌🏻 #WontHeDoIt</td>
              <td>fear</td>
              <td>0.25</td>
              <td>0</td>
          </tr>
          <tr id="LC1157" class="js-file-line">
            <td id="L1157" class="blob-num js-line-number" data-line-number="1157"></td>
              <td>1155</td>
              <td>2018-En-00157</td>
              <td>@helen_bywater @SDWorxUKI @TonynJo9091 Congratulations Jo, that&#39;s fantastic #30Years #inspiring</td>
              <td>joy</td>
              <td>0.691</td>
              <td>0</td>
          </tr>
          <tr id="LC1158" class="js-file-line">
            <td id="L1158" class="blob-num js-line-number" data-line-number="1158"></td>
              <td>1156</td>
              <td>2018-En-02652</td>
              <td>Happy Birthday @RyanRolison24! Have an AWESOME day! We&#39;re keeping up with you on the Cape and you&#39;re doing great!</td>
              <td>joy</td>
              <td>0.797</td>
              <td>0</td>
